,Categoria_1,Categoria_2,Categoria_3,Categoria_4,Categoria_5,Nom,Preu,Quantitat,Preu unitari
9520,Alimentació,Conserves i plats preparats,Conserves de peix,Sardines i sardinetes,Sardinetes,BONPREU Sardinetes amb salsa picant,"0,69 €",0.062kg,"(11,13 € per quilo)"
9521,Alimentació,Conserves i plats preparats,Conserves de peix,Sardines i sardinetes,Sardinetes,ALBO Sardinetes picantones,"2,35 €",0.082kg,"(28,66 € per quilo)"
9522,Alimentació,Conserves i plats preparats,Conserves de peix,Sardines i sardinetes,Sardinetes,ALBO Sardinetes en oli d'oliva,"2,35 €",0.082kg,"(28,66 € per quilo)"
9523,Alimentació,Conserves i plats preparats,Conserves de peix,Sardines i sardinetes,Altres sardines,ALBO Sardines en salsa picantona,"1,93 €",0.085kg,"(22,71 € per quilo)"
9524,Alimentació,Conserves i plats preparats,Conserves de peix,Sardines i sardinetes,Altres sardines,CALVO Sardines baixes en sal,"1,29 €",0.084kg,"(15,36 € per quilo)"
9525,Alimentació,Conserves i plats preparats,Conserves de peix,Sardines i sardinetes,Altres sardines,ALBO Sardines amb tomàquet,"1,93 €",0.085kg,"(22,71 € per quilo)"
9526,Alimentació,Conserves i plats preparats,Conserves de peix,Sardines i sardinetes,Altres sardines,BONPREU Sardines amb tomàquet,"0,79 €",0.088kg,"(8,98 € per quilo)"
9527,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Cloïsses,DANI Cloïsses xilenes al natural,"2,29 €",0.063kg,"(36,35 € per quilo)"
9528,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Cloïsses,DANI Cloïsses blanques al natural,"2,25 €",0.063kg,"(35,71 € per quilo)"
9529,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Cloïsses,CABO DE HORNOS Cloïsses blanques del nord al natural,"1,00 €",0.185kg,"(5,41 € per quilo)"
9530,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Cloïsses,CABO DE HORNOS Cloïsses al natural,"1,05 €",0.063kg,"(16,67 € per quilo)"
9531,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Cloïsses,DANI Cloïsses al natural,"2,59 €",0.111kg,"(23,33 € per quilo)"
9532,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Navalles,CABO DE HORNOS Navalles al natural,"1,89 €",0.063kg,"(30,00 € per quilo)"
9533,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Navalles,DANI Navalles al natural,"2,75 €",0.063kg,"(43,65 € per quilo)"
9534,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Navalles,CABO DE PEÑAS Navalles al natural,"3,69 €",0.06kg,"(61,50 € per quilo)"
9535,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Pop,BONPREU Daus de canana amb oli,"2,95 €",3 x 0.049kg,"(20,07 € per quilo)"
9536,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Pop,DANI Popets en oli d'oliva,"3,59 €",0.06kg,"(59,83 € per quilo)"
9537,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Pop,BONPREU Daus de canana a l'allet,"2,95 €",3 x 0.049kg,"(20,07 € per quilo)"
9538,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Pop,PAY PAY Daus de pop a l'allet,"1,89 €",0.072kg,"(26,25 € per quilo)"
9539,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Pop,PAY PAY Daus de pop a la marinera,"1,89 €",0.072kg,"(26,25 € per quilo)"
9540,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Pop,DANI Pop oli d'oliva,"3,69 €",0.068kg,"(54,26 € per quilo)"
9541,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Verat,BONPREU Verat del sud amb oli de gira-sol,"0,89 €",0.06kg,"(14,83 € per quilo)"
9542,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Verat,ALBO Filets verat en oli d'oliva verge extra,"2,15 €",0.085kg,"(25,29 € per quilo)"
9543,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Verat,ISABEL Filets de verat,"2,69 €",0.12kg,"(22,42 € per quilo)"
9544,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Verat,RIBEIRA Verat filetejat amb oli d'oliva,"1,15 €",0.08kg,"(14,38 € per quilo)"
9545,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Verat,CALVO Filet de verat en oli d'oliva,"1,89 €",0.12kg,"(15,75 € per quilo)"
9546,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Xipirons,PAY PAY Xipirons farcits en oli vegetal,"2,75 €",0.072kg,"(38,19 € per quilo)"
9547,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Xipirons,CUCA Xipirons farcits en oli d'oliva,"4,95 €",0.072kg,"(68,75 € per quilo)"
9548,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Xipirons,PAY PAY Xipirons farcits,"2,99 €",0.072kg,"(41,53 € per quilo)"
9549,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Especialitats de conserves de peix,REPESCA Seitó fresc,"1,89 €",0.045kg,"(42,00 € per quilo)"
9550,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Especialitats de conserves de peix,NASSARI Seitons frescos en oli de gira-sol,"3,29 €",0.08kg,"(41,13 € per quilo)"
9551,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Especialitats de conserves de peix,NASSARI Seitons frescos aroma d'all,"2,05 €",0.045kg,"(45,56 € per quilo)"
9552,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Especialitats de conserves de peix,PAY PAY Delícies de mar a l'allet,"1,63 €",0.05kg,"(32,60 € per quilo)"
9553,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Especialitats de conserves de peix,ESCALA Seitó en oli d'oliva,"4,09 €",0.06kg,"(68,17 € per quilo)"
9554,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Especialitats de conserves de peix,NASSARI Banderilla de seitó fresc,"3,99 €",0.1kg,"(39,90 € per quilo)"
9555,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Especialitats de conserves de peix,BONPREU Seitó del Cantàbric en oli de gira-sol,"2,20 €",0.08kg,"(27,50 € per quilo)"
9556,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Especialitats de conserves de peix,BONPREU Banderilla d'anxova i seitó,"2,45 €",5 x 1 per paquet,"(0,49 € per article)"
9557,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Especialitats de conserves de peix,BONPREU Banderilla d'anxova i bitxo,"2,49 €",6 x 1 per paquet,"(0,42 € per article)"
9558,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Especialitats de conserves de peix,RIANXEIRA Salmó al natural,"3,99 €",0.1kg,"(39,90 € per quilo)"
9559,Alimentació,Conserves i plats preparats,Conserves de peix,Altres conserves de peix,Especialitats de conserves de peix,FERRER Rovelló medalló,"4,49 €",0.33kg,"(13,61 € per quilo)"
9560,Alimentació,Conserves i plats preparats,Conserves vegetals,Tomàquet,Tomàquet triturat,BONPREU Tomàquet triturat amb ceba,"0,69 €",0.39kg,"(1,77 € per quilo)"
9561,Alimentació,Conserves i plats preparats,Conserves vegetals,Tomàquet,Tomàquet triturat,FERRER Tomàquet natural triturat,"1,40 €",0.35kg,"(4,00 € per quilo)"
9562,Alimentació,Conserves i plats preparats,Conserves vegetals,Tomàquet,Tomàquet triturat,ORLANDO Tomàquet natural triturat,"0,75 €",0.4kg,"(1,88 € per quilo)"
9563,Alimentació,Conserves i plats preparats,Conserves vegetals,Tomàquet,Tomàquet triturat,CIDACOS Tomàquet triturat,"0,77 €",0.4kg,"(1,93 € per quilo)"
9564,Alimentació,Conserves i plats preparats,Conserves vegetals,Tomàquet,Tomàquet triturat,VILA VELLA Tomàquet triturat ecològic,"1,79 €",0.67kg,"(2,67 € per quilo)"
9565,Alimentació,Conserves i plats preparats,Conserves vegetals,Tomàquet,Tomàquet triturat,MUTTI Tomàquet triturat,"1,49 €",0.4kg,"(3,73 € per quilo)"
9566,Alimentació,Conserves i plats preparats,Conserves vegetals,Tomàquet,Tomàquet triturat,CIDACOS Tomàquet concentrat,"0,79 €",0.17kg,"(4,65 € per quilo)"
9567,Alimentació,Conserves i plats preparats,Conserves vegetals,Tomàquet,Tomàquet triturat,BONPREU Tomàquet natural ratllat,"2,39 €",4 x 0.12kg,"(4,98 € per quilo)"
9568,Alimentació,Conserves i plats preparats,Conserves vegetals,Tomàquet,Tomàquet triturat,BONPREU Tomàquet natural ratllat,"1,29 €",0.23kg,"(5,61 € per quilo)"
9569,Alimentació,Conserves i plats preparats,Conserves vegetals,Tomàquet,Tomàquet triturat,BONPREU Tomàquet triturat,"0,45 €",0.39kg,"(1,15 € per quilo)"
9570,Alimentació,Conserves i plats preparats,Conserves vegetals,Tomàquet,Tomàquet triturat,BONPREU Tomàquet triturat,"0,75 €",0.78kg,"(0,96 € per quilo)"
9571,Alimentació,Conserves i plats preparats,Conserves vegetals,Tomàquet,Tomàquet triturat,RIA Tomàquet triturat extra,"0,99 €",0.78kg,"(1,27 € per quilo)"
9572,Alimentació,Conserves i plats preparats,Conserves vegetals,Tomàquet,Tomàquet sencer,BONPREU Tomàquet sencer pelat,"0,49 €",0.24kg,"(2,04 € per quilo)"
9573,Alimentació,Conserves i plats preparats,Conserves vegetals,Tomàquet,Tomàquet sencer,BONPREU Tomàquet sencer pelat,"0,88 €",0.48kg,"(1,83 € per quilo)"
9574,Alimentació,Conserves i plats preparats,Conserves vegetals,Tomàquet,Tomàquet sencer,FERRER Tomàquet sec en oli,"2,85 €",0.19kg,"(15,00 € per quilo)"
9575,Alimentació,Conserves i plats preparats,Conserves vegetals,Tomàquet,Tomàquet sencer,VILA VELLA Tomàquet sencer pelat ecològic,"2,35 €",0.4kg,"(5,88 € per quilo)"
9576,Alimentació,Conserves i plats preparats,Conserves vegetals,Tomàquet,Tomàquet trossejat,BONPREU Tomàquet trossejat,"0,63 €",0.39kg,"(1,62 € per quilo)"
9577,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Carxofes,BONPREU Cors de carxofes,"1,69 €",0.165kg,"(10,24 € per quilo)"
9578,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Carxofes,BONPREU Carxofes amanides,"1,59 €",0.125kg,"(12,72 € per quilo)"
9579,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Carxofes,BONPREU Cors de carxofa a quarts,"1,43 €",0.24kg,"(5,96 € per quilo)"
9580,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Carxofes,BONPREU Cors de carxofa sencers,"1,59 €",0.24kg,"(6,63 € per quilo)"
9581,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Carxofes,BONPREU Cors de carxofes,"1,49 €",0.24kg,"(6,21 € per quilo)"
9582,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Carxofes,DANTZA Cors de carxofa D.O Tudela,"5,99 €",0.405kg,"(14,79 € per quilo)"
9583,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Carxofes,BONPREU Cors de carxofa sencers,"2,55 €",0.165kg,"(15,45 € per quilo)"
9584,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Carxofes,BONPREU Cors de carxofa,"2,99 €",0.165kg,"(18,12 € per quilo)"
9585,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Carxofes,CYNARA Cors de carxofes al natural,"3,49 €",0.175kg,"(19,94 € per quilo)"
9586,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pèsols,BONDUELLE Pèsols extra fins,"2,56 €",0.465kg,"(5,51 € per quilo)"
9587,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pèsols,BONDUELLE Pèsols al natural,"2,79 €",3 x 0.14kg,"(6,64 € per quilo)"
9588,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pèsols,BONDUELLE Pèsols fins al natural,"1,49 €",0.25kg,"(5,96 € per quilo)"
9589,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pèsols,BONDUELLE Pèsols ecològics,"2,40 €",2 x 0.065kg,"(18,46 € per quilo)"
9590,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pèsols,BONPREU Pèsols al natural,"0,57 €",0.25kg,"(2,28 € per quilo)"
9591,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pèsols,BONPREU Pèsols al natural,"1,49 €",3 x 0.14kg,"(3,55 € per quilo)"
9592,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Mongetes verdes,BONDUELLE Mongetes tendres extrafines,"3,75 €",0.28kg,"(13,39 € per quilo)"
9593,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Mongetes verdes,BONPREU Mongetes tendres extra,"0,85 €",0.36kg,"(2,36 € per quilo)"
9594,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Mongetes verdes,BONDUELLE Mongetes tendres trossos,"2,25 €",0.36kg,"(6,25 € per quilo)"
9595,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Remolatxa,BONPREU Remolatxa ratllada amb vinagre,"0,57 €",0.18kg,"(3,17 € per quilo)"
9596,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Remolatxa,BONDUELLE Remolatxa en rodanxes,"1,89 €",0.305kg,"(6,20 € per quilo)"
9597,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Remolatxa,BONPREU Remolatxa a rodanxes amb vinagre,"0,89 €",0.18kg,"(4,94 € per quilo)"
9598,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pastanaga,BONPREU Pastanaga ratllada amb vinagre,"0,54 €",0.18kg,"(3,00 € per quilo)"
9599,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pastanaga,BONDUELLE Pastanaga ratllada,"1,99 €",0.28kg,"(7,11 € per quilo)"
9600,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pastanaga,RIOVERDE Pastanaga baby al vinagre,"1,15 €",0.2kg,"(5,75 € per quilo)"
9601,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pastanaga,ARANCA Pastanaga,"1,29 €",0.22kg,"(5,86 € per quilo)"
9602,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Minestra de verdures,BONPREU Amanida mediterrània amb vinagre,"0,89 €",0.19kg,"(4,68 € per quilo)"
9603,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Minestra de verdures,BONPREU Amanida xinesa amb vinagre,"0,89 €",0.18kg,"(4,94 € per quilo)"
9604,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Minestra de verdures,BONPREU Minestra de verdures,"1,99 €",0.4kg,"(4,98 € per quilo)"
9605,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Minestra de verdures,BONDUELLE Amanida mediterrània,"2,95 €",0.31kg,"(9,52 € per quilo)"
9606,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Combinats de llegums,BONPREU Ensalada russa,"0,89 €",0.4kg,"(2,23 € per quilo)"
9607,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Combinats de llegums,BONDUELLE Pèsols amb pastanaga,"2,85 €",3 x 0.13kg,"(7,31 € per quilo)"
9608,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Combinats de llegums,SAWOR'S Fesols negres a la mexicana,"1,97 €",0.4kg,"(4,93 € per quilo)"
9609,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Patates cuites de primera,"1,08 €",0.4kg,"(2,70 € per quilo)"
9610,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Favetes fregides,"3,99 €",0.22kg,"(18,14 € per quilo)"
9611,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Margallons al natural,"1,45 €",0.11kg,"(13,18 € per quilo)"
9612,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Brots germinats amb vinagre,"0,87 €",0.18kg,"(4,83 € per quilo)"
9613,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Espinacs extra,"0,99 €",0.425kg,"(2,33 € per quilo)"
9614,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Margallons naturals,"2,40 €",0.25kg,"(9,60 € per quilo)"
9615,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONDUELLE Brots germinats,"2,75 €",3 x 0.09kg,"(10,19 € per quilo)"
9616,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,RIOVERDE Alls suaus amb oli,"2,20 €",0.12kg,"(18,33 € per quilo)"
9617,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,ARANCA Faves baby,"2,20 €",0.425kg,"(5,18 € per quilo)"
9618,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Api ratllat amb vinagre,"0,71 €",0.18kg,"(3,94 € per quilo)"
9619,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONDUELLE Faves baby fines,"1,85 €",0.265kg,"(6,98 € per quilo)"
9620,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Cards,"1,10 €",0.4kg,"(2,75 € per quilo)"
9621,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Bledes,"1,00 €",0.425kg,"(2,35 € per quilo)"
9622,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Cols de Brussel·les mitjanes primera,"1,09 €",0.4kg,"(2,73 € per quilo)"
9623,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,EMPERATRIZ Tomàquet sec eco amb oli d'oliva eco,"1,69 €",0.12kg,"(14,08 € per quilo)"
9624,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,DANI Bitxos picants,"1,99 €",0.185kg,"(10,76 € per quilo)"
9625,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,FERRER Ceba caramel·litzada,"1,99 €",0.145kg,"(13,72 € per quilo)"
9626,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,SUSHI KING Gingebre,"2,39 €",0.145kg,"(16,48 € per quilo)"
9627,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,PETRÀS Tòfona,"3,29 €",0.1kg,"(32,90 € per quilo)"
9628,Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,RIA Favetes mini baby fregides,"4,59 €",0.15kg,"(30,60 € per quilo)"
9629,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,SERPIS Olives farcides d'anxova,"2,99 €",3 x 0.05kg,"(19,93 € per quilo)"
9630,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA ESPAÑOLA Olives farcides d'anxova,"1,79 €",0.15kg,"(11,93 € per quilo)"
9631,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,BONPREU Olives farcides anxova grosses,"1,19 €",0.15kg,"(7,93 € per quilo)"
9632,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,BONPREU Olives farcides d'anxova,"1,19 €",3 x 0.05kg,"(7,93 € per quilo)"
9633,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,SERPIS Olives farcides d'anxova,"1,78 €",0.15kg,"(11,87 € per quilo)"
9634,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA ESPAÑOLA Olives farcides d'anxova,"1,55 €",0.15kg,"(10,33 € per quilo)"
9635,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,BONPREU Olives reduïdes en sal,"0,73 €",0.13kg,"(5,62 € per quilo)"
9636,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,SERPIS Olives farcides d'anxova,"1,69 €",0.15kg,"(11,27 € per quilo)"
9637,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,SERPIS Olives farcides d'anxova més lleugeres,"1,69 €",0.15kg,"(11,27 € per quilo)"
9638,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,ESPINALER Olives farcides d'anxova,"1,49 €",0.15kg,"(9,93 € per quilo)"
9639,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA ESPAÑOLA Olives farcides d'anxova baixes en sal,"1,31 €",0.13kg,"(10,08 € per quilo)"
9640,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA ESPAÑOLA Olives farcides d'anxova suaus,"2,32 €",3 x 0.017kg,"(45,49 € per quilo)"
9641,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA ESPAÑOLA Olives farcides d'anxova,"3,89 €",0.345kg,"(11,28 € per quilo)"
9642,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,SERPIS Olives farcides de pebrot,"1,69 €",0.15kg,"(11,27 € per quilo)"
9643,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,TORREON Olives farcides d'anxova,"3,56 €",0.59kg,"(6,03 € per quilo)"
9644,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,EL XILLU Olives farcides amb anxova,"1,79 €",0.05kg,"(35,80 € per quilo)"
9645,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA ESPAÑOLA Olives farcides d'anxova,"2,32 €",3 x 0.05kg,"(15,47 € per quilo)"
9646,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA ESPAÑOLA Olives farcides amb xili,"2,55 €",3 x 0.05kg,"(17,00 € per quilo)"
9647,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA EXPLANADA Olives farcides d'anxova,"1,49 €",0.15kg,"(9,93 € per quilo)"
9648,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA SOTA Olives casablanca mix,"1,99 €",0.125kg,"(15,92 € per quilo)"
9649,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,BONPREU Olives farcides d'anxova,"2,15 €",3 x 0.05kg,"(14,33 € per quilo)"
9650,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA ESPAÑOLA Olives deluxe farcides d'anxova,"2,88 €",3 x 0.05kg,"(19,20 € per quilo)"
9651,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives manzanilla,BONPREU Olives manzanilla amb pinyol,"1,46 €",0.5kg,"(2,92 € per quilo)"
9652,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives manzanilla,MORBE Olives sevillanes sense pinyol,"0,55 €",0.07kg,"(7,86 € per quilo)"
9653,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives manzanilla,BONPREU Olives manzanilla sabor anxova,"1,99 €",0.5kg,"(3,98 € per quilo)"
9654,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives manzanilla,BONPREU Olives manzanilla sense pinyol,"1,99 €",0.4kg,"(4,98 € per quilo)"
9655,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives manzanilla,BONPREU Olives manzanilla extra amb pinyol,"1,45 €",0.25kg,"(5,80 € per quilo)"
9656,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives manzanilla,BONPREU Olives manzanilla amb sabor anxova,"1,45 €",0.25kg,"(5,80 € per quilo)"
9657,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives manzanilla,MASROJANA Olives manzanilla amb pinyol,"1,69 €",0.21kg,"(8,05 € per quilo)"
9658,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives negres,SERPIS Olives negres sense pinyol,"1,99 €",2 x 0.043kg,"(23,14 € per quilo)"
9659,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives negres,BLAI Olives empeltre,"1,69 €",0.18kg,"(9,39 € per quilo)"
9660,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives negres,BONPREU Olives negres sense pinyol,"0,79 €",0.15kg,"(5,27 € per quilo)"
9661,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives negres,SERPIS Olives cacereñas negres amb pinyol,"1,69 €",0.185kg,"(9,14 € per quilo)"
9662,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives negres,SERPIS Olives cacereñas negres sense pinyol,"1,69 €",0.15kg,"(11,27 € per quilo)"
9663,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives negres,BONPREU Olives negres amb pinyol,"0,81 €",0.2kg,"(4,05 € per quilo)"
9664,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives negres,BONPREU Olives d'Aragó negres,"1,59 €",0.25kg,"(6,36 € per quilo)"
9665,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives negres,LA SOTA Olives firenze mix,"1,99 €",0.125kg,"(15,92 € per quilo)"
9666,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives negres,BONPREU Olives negres d'Aragó amb pinyol eco,"2,05 €",0.22kg,"(9,32 € per quilo)"
9667,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives amanides,BONPREU Olives verdes adobades partides,"2,24 €",0.5kg,"(4,48 € per quilo)"
9668,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives amanides,BONPREU Olives gaspatxa,"2,39 €",0.5kg,"(4,78 € per quilo)"
9669,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives amanides,BONPREU Olives gaspatxes,"1,45 €",0.25kg,"(5,80 € per quilo)"
9670,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives amanides,BONPREU Olives adobades amb all,"1,45 €",0.25kg,"(5,80 € per quilo)"
9671,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives amanides,BONPREU Olives adobades,"1,45 €",0.25kg,"(5,80 € per quilo)"
9672,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives amanides,BONPREU Olives d'Àlora,"1,79 €",0.25kg,"(7,16 € per quilo)"
9673,Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives amanides,BONPREU Olives Mojopicón amb pinyol,"1,99 €",0.35kg,"(5,69 € per quilo)"
